Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
5.0,91.0,YES,4.0,8.0,75.0
2.0,62.0,Yee,9.0,4.0,40.0
3.0,68.0,No,7.0,3.0,43.0
7.0,54.0,Yqs,4.0,5.0,42.0
6.0,98.0,No,4.0,4.0,84.0
,,No,4.0,0.0,15.0
6.0,49.0,No,9.0,1.0,39.0
2.0,54.0,No,5.0,3.0,26.0
2.0,95.0,oo,9.0,7.0,
2.0,55.0,No,9.0,,34.0
3.0,56.0,Yes,7.0,6.0,34.0
,58.0,Yes,6.0,invalid,37.0
4.0,50.0,Yes,6.0,invalid,
9.0,87.0,No,6.0,4.0,85.0
6.0,44.0,Yes,7.0,3.0,31.0
1.0,,No,8.0,invalid,18.0
,97.0,Yes,7.0,5.0,92.0
7.0,53.0,No,4.0,3.0,44.0
3.0,89.0,yo,9.0,7.0,72.0
1.0,65.0,No,8.0,2.0,40.0
5.0,47.0,No,,9.0,247.73254528643105
4.0,44.0,No,9.0,1.0,25.0
8.0,46.0,Yes,23.458558266338233,6.0,44.0
1.0,55.0,No,4.0,3.0,27.0
1.0,94.0,Yes,7.0,invalid,66.0
4.0,243.12340246831906,No,6.0,invalid,34.0
8.0,76.0,No,8.0,8.0,70.0
5.0,95.0,no,,1.0,81.0
2.0,80.0,Yes,5.0,0.0,56.0
6.0,,No,9.0,,30.0
5.0,,Yes,6.0,invalid,
2.0,87.0,No,9.0,2.0,247.73254528643105
3.0,95.0,Yes,5.0,1.0,74.0
9.0,56.0,Yes,7.0,3.0,52.0
7.0,86.0,Yes,9.0,1.0,84.0
7.0,75.0,No,8.0,1.0,66.0
6.0,45.0,No,7.0,4.0,32.0
8.0,,Yes,5.0,9.0,
4.0,68.0,No,4.0,,51.0
8.0,75.0,No,9.0,invalid,67.0
4.0,77.0,No,7.0,invalid,57.0
,76.0,Yes,,1.0,247.73254528643105
9.0,87.0,,8.0,0.0,86.0
3.0,96.0,No,9.0,2.0,77.0
3.0,,Yes,7.0,,72.0
2.0,49.0,No,6.0,4.0,247.73254528643105
3.0,80.0,,7.0,7.0,
3.0,75.0,AES,,7.0,55.0
5.0,68.0,ses,7.0,1.0,54.0
5.0,53.0,No,8.0,8.0,39.0
2.0,,No,7.0,,19.0
,,No,7.0,0.0,68.0
,243.12340246831906,Yes,8.0,1.0,83.0
6.0,81.0,,7.0,5.0,72.0
1.0,75.0,No,23.458558266338233,4.0,49.0
5.0,89.0,No,5.0,6.0,74.0
9.0,84.0,Yes,8.0,8.0,247.73254528643105
2.0,52.0,No,,5.0,26.0
1.0,85.0,Yes,5.0,5.0,60.0
9.0,57.0,Yes,8.0,,54.0
,72.0,,,6.0,73.0
9.0,60.0,No,9.0,1.0,61.0
6.0,243.12340246831906,Yep,6.0,6.0,45.0
8.0,54.0,No,9.0,7.0,
1.0,93.0,Yes,8.0,invalid,68.0
4.0,96.0,YES,7.0,8.0,
1.0,,Yes,5.0,7.0,17.0
8.0,45.0,no,4.0,8.0,37.0
1.0,77.0,No,6.0,4.0,54.0
3.0,42.0,No,9.0,,22.0
,87.0,Yes,7.0,0.0,73.0
8.0,51.0,Yes,6.0,8.0,47.0
6.0,75.0,Yes,,invalid,63.0
7.0,72.0,Yes,4.0,3.0,63.0
8.0,75.0,No,4.0,3.0,68.0
2.0,,No,9.0,1.0,52.0
8.0,70.0,No,8.0,3.0,
3.0,,Yes,6.0,,38.0
7.0,66.0,Yes,8.0,7.0,60.0
3.0,66.0,No,4.0,6.0,45.0
7.0,47.0,Yes,7.0,9.0,39.0
2.0,95.0,No,4.0,1.0,75.0
6.0,243.12340246831906,Yes,8.0,1.0,67.0
3.0,71.0,Yes,4.0,1.0,247.73254528643105
30.91532574884556,65.0,Yes,4.0,,247.73254528643105
9.0,,YES,8.0,5.0,37.0
7.0,51.0,Yes,8.0,5.0,41.0
5.0,61.0,No,7.0,invalid,
,56.0,,8.0,0.0,45.0
9.0,46.0,Nb,7.0,5.0,43.0
1.0,82.0,Yes,5.0,5.0,54.0
7.0,43.0,No,5.0,,32.0
6.0,,,8.0,2.0,64.0
9.0,77.0, Yes ,4.0,8.0,74.0
1.0,71.0,Yes,,5.0,50.0
4.0,50.0,No,4.0,0.0,33.0
,40.0,No,8.0,2.0,36.0
4.0,64.0,No,7.0,0.0,45.0
3.0,,No,4.0,2.0,58.0
9.0,91.0, eo ,5.0,1.0,85.0
2.0,63.0,Yes,9.0,4.0,247.73254528643105
4.0,,No,8.0,2.0,
30.91532574884556,82.0,No,4.0,6.0,63.0
,95.0,No,9.0,7.0,76.0
8.0,,Nk,23.458558266338233,6.0,51.0
8.0,47.0,No,7.0,1.0,247.73254528643105
30.91532574884556,98.0,,7.0,9.0,
3.0,84.0,qes,7.0,9.0,
9.0,66.0,,9.0,6.0,
5.0,91.0,Yes,6.0,9.0,79.0
6.0,243.12340246831906, No ,9.0,2.0,46.0
4.0,66.0,Nf,,6.0,47.0
2.0,61.0,,23.458558266338233,0.0,42.0
8.0,55.0,No,5.0,1.0,
6.0,41.0,Nh,5.0,9.0,34.0
5.0,44.0,No,8.0,0.0,27.0
,57.0,Yes,4.0,8.0,52.0
1.0,42.0,yes,8.0,1.0,17.0
5.0,66.0,Yes,,1.0,53.0
6.0,93.0,No,5.0,5.0,84.0
5.0,,Yes,5.0,6.0,39.0
6.0,,Yes,9.0,1.0,44.0
6.0,45.0,Yes,5.0,3.0,36.0
7.0,,No,8.0,2.0,81.0
4.0,46.0,,5.0,4.0,30.0
8.0,89.0,Yes,5.0,,80.0
7.0,,No,9.0,1.0,41.0
9.0,77.0,,,4.0,77.0
7.0,79.0, No ,23.458558266338233,7.0,247.73254528643105
3.0,54.0,No,,5.0,34.0
3.0,86.0,Yes,5.0,3.0,64.0
8.0,86.0,Yes,,,78.0
5.0,87.0,Yes,6.0,7.0,74.0
4.0,72.0,No,8.0,,247.73254528643105
,82.0,Yes,5.0,3.0,76.0
,243.12340246831906,Yep,6.0,8.0,53.0
2.0,68.0,Yes,4.0,invalid,46.0
4.0,,No,4.0,5.0,77.0
4.0,76.0,No,9.0,1.0,59.0
6.0,243.12340246831906,No,9.0,8.0,35.0
6.0,68.0,Yes,9.0,7.0,61.0
1.0,, Yes ,6.0,6.0,46.0
8.0,243.12340246831906,No,4.0,8.0,97.0
6.0,92.0,YES,9.0,4.0,247.73254528643105
30.91532574884556,45.0,,7.0,4.0,24.0
9.0,41.0,No,,8.0,247.73254528643105
2.0,45.0,,4.0,4.0,
8.0,85.0,No,7.0,8.0,84.0
3.0,82.0,Yes,6.0,0.0,59.0
5.0,43.0,Yes,,9.0,29.0
,95.0,res,4.0,9.0,84.0
6.0,68.0,No,5.0,invalid,60.0
4.0,98.0,No,,,78.0
3.0,64.0,Yes,4.0,7.0,46.0
4.0,48.0,No,9.0,4.0,31.0
1.0,95.0,No,5.0,invalid,68.0
4.0,42.0,,6.0,8.0,25.0
,65.0,No,6.0,3.0,37.0
,,Yes,8.0,6.0,62.0
6.0,82.0,No,6.0,7.0,69.0
30.91532574884556,66.0,Yes,8.0,6.0,50.0
4.0,75.0,No,6.0,5.0,55.0
3.0,71.0, Yes ,6.0,6.0,54.0
1.0,40.0,No,6.0,3.0,12.0
6.0,96.0,,8.0,9.0,88.0
,,to,9.0,invalid,69.0
30.91532574884556,,No,8.0,4.0,88.0
5.0,55.0,No,7.0,7.0,41.0
7.0,90.0,Yes,4.0,9.0,83.0
2.0,,Yzs,4.0,5.0,62.0
8.0,50.0,,9.0,4.0,45.0
2.0,65.0,No,,1.0,42.0
,,Yes,6.0,9.0,
1.0,94.0,No,9.0,4.0,73.0
5.0,40.0,No,4.0,9.0,
9.0,65.0,Yex,8.0,2.0,61.0
1.0,67.0,Yes,7.0,1.0,41.0
9.0,92.0,No,,2.0,85.0
8.0,97.0,No,7.0,invalid,93.0
6.0,48.0,Yes,,1.0,35.0
7.0,99.0,Yes,9.0,3.0,92.0
3.0,98.0,No,4.0,3.0,79.0
,83.0,NO,8.0,5.0,57.0
,61.0,Yes,7.0,4.0,49.0
2.0,47.0,,8.0,6.0,28.0
5.0,97.0,No,8.0,6.0,85.0
8.0,88.0,Yes,5.0,2.0,82.0
9.0,81.0,Yes,8.0,8.0,80.0
2.0,66.0,No,8.0,6.0,41.0
3.0,78.0,No,5.0,invalid,57.0
3.0,58.0,,23.458558266338233,1.0,41.0
1.0,64.0,No,6.0,,43.0
,77.0,Yeq,9.0,invalid,73.0
6.0,60.0,No,5.0,,46.0
8.0,,Yes,9.0,5.0,
9.0,63.0,No,23.458558266338233,3.0,61.0
5.0,99.0,No,8.0,3.0,87.0
3.0,99.0,go,9.0,invalid,78.0
5.0,,Yes,,5.0,43.0
5.0,89.0,Yew,7.0,7.0,75.0
5.0,86.0,Yes,4.0,,
3.0,41.0,No,4.0,7.0,18.0
4.0,53.0,No,8.0,4.0,36.0
9.0,92.0,Yes,7.0,9.0,92.0
9.0,71.0,Yes,23.458558266338233,5.0,
2.0,81.0,No,23.458558266338233,4.0,58.0
8.0,243.12340246831906,No,9.0,,69.0
8.0,67.0,NO,6.0,3.0,58.0
7.0,87.0,No,5.0,3.0,74.0
8.0,78.0,Yes,,3.0,72.0
3.0,79.0,,9.0,,61.0
6.0,,No,9.0,5.0,247.73254528643105
1.0,86.0,Na,7.0,,247.73254528643105
7.0,79.0,bo,,8.0,70.0
1.0,52.0,Yes,9.0,invalid,27.0
9.0,51.0,YES,6.0,9.0,49.0
1.0,243.12340246831906,No,4.0,5.0,17.0
1.0,54.0,No,9.0,8.0,34.0
7.0,65.0,No,7.0,invalid,51.0
2.0,51.0,No,6.0,9.0,27.0
30.91532574884556,82.0,No,8.0,,67.0
8.0,90.0,No,9.0,5.0,84.0
8.0,243.12340246831906,Yes,6.0,invalid,81.0
3.0,66.0,Yes,,,247.73254528643105
,57.0,Yes,6.0,6.0,50.0
3.0,84.0,No,6.0,4.0,67.0
6.0,75.0,No,6.0,9.0,67.0
6.0,88.0,ro,6.0,5.0,77.0
3.0,90.0,Yes,5.0,6.0,70.0
7.0,66.0,No,8.0,1.0,59.0
3.0,48.0,,4.0,8.0,
8.0,94.0,NO,8.0,6.0,88.0
30.91532574884556,78.0,No,7.0,7.0,
1.0,40.0,No,7.0,4.0,14.0
4.0,46.0,Yes,8.0,2.0,27.0
7.0,65.0,Ycs,6.0,1.0,247.73254528643105
4.0,46.0,Yes,5.0,invalid,32.0
30.91532574884556,,No,4.0,2.0,79.0
,46.0,Yes,9.0,0.0,44.0
1.0,,No,9.0,0.0,20.0
5.0,55.0,No,6.0,invalid,42.0
7.0,42.0,Yes,8.0,9.0,33.0
1.0,84.0,Yes,9.0,,58.0
4.0,49.0,No,8.0,5.0,31.0
6.0,89.0,No,5.0,6.0,75.0
2.0,46.0,No,5.0,0.0,247.73254528643105
5.0,60.0,No,8.0,0.0,46.0
1.0,92.0,Yes,6.0,,68.0
6.0,76.0,Yes,6.0,4.0,66.0
6.0,243.12340246831906,Yes,6.0,6.0,60.0
4.0,62.0,No,9.0,5.0,44.0
8.0,96.0,No,4.0,3.0,247.73254528643105
4.0,66.0,No,4.0,0.0,47.0
8.0,95.0,,6.0,3.0,88.0
8.0,61.0,,8.0,9.0,
5.0,78.0,No,5.0,9.0,66.0
4.0,243.12340246831906,les,7.0,invalid,78.0
,66.0,Yes,5.0,0.0,247.73254528643105
3.0,93.0,No,5.0,1.0,72.0
3.0,88.0,Yes,7.0,7.0,69.0
4.0,43.0,No,6.0,1.0,24.0
4.0,63.0,Yes,5.0,9.0,47.0
30.91532574884556,,No,7.0,8.0,45.0
4.0,87.0,Yes,9.0,2.0,72.0
8.0,58.0,Yes,8.0,2.0,51.0
,81.0,Yes,8.0,,73.0
6.0,42.0,Yes,8.0,2.0,28.0
8.0,66.0,No,6.0,,247.73254528643105
7.0,42.0,No,5.0,INVALID,29.0
8.0,67.0,Yes,5.0,3.0,60.0
2.0,, No ,,5.0,28.0
9.0,70.0,Yps,,7.0,66.0
1.0,49.0,Yes,6.0,3.0,21.0
8.0,88.0,No,7.0,4.0,84.0
4.0,61.0,No,6.0,6.0,42.0
4.0,69.0,No,5.0,7.0,51.0
5.0,88.0,No,8.0,6.0,
8.0,60.0,No,4.0,7.0,50.0
,,No,,3.0,62.0
8.0,92.0,No,,0.0,90.0
1.0,62.0,Yes,,5.0,32.0
9.0,77.0,No,5.0,,71.0
6.0,51.0,Yes,23.458558266338233,3.0,37.0
3.0,,No,6.0,1.0,42.0
8.0,93.0,No,9.0,,85.0
9.0,96.0,Yes,5.0,8.0,96.0
6.0,59.0,Yes,8.0,1.0,51.0
7.0,88.0,Yes,6.0,invalid,82.0
1.0,88.0,Yes,,5.0,64.0
5.0,81.0,Nd,6.0,5.0,67.0
5.0,243.12340246831906,Nc,5.0,1.0,32.0
30.91532574884556,68.0,Yee,5.0,5.0,50.0
6.0,87.0,Yes,,2.0,73.0
7.0,68.0,No,9.0,6.0,62.0
9.0,52.0,No,5.0,9.0,
1.0,42.0,Yes,6.0,3.0,20.0
6.0,41.0,No,9.0, inlalid ,33.0
7.0,55.0,,4.0,,43.0
3.0,243.12340246831906,,5.0,9.0,247.73254528643105
8.0,77.0,Yqs,5.0,2.0,70.0
5.0,45.0,Yes,6.0,0.0,
,84.0,,5.0,0.0,82.0
,46.0,No,6.0,3.0,29.0
9.0,44.0,Yes,8.0,9.0,42.0
4.0,95.0,No,9.0,9.0,79.0
9.0,46.0,no,,3.0,41.0
5.0,73.0,,7.0,8.0,61.0
9.0,71.0,No,5.0,7.0,
3.0,,Yes,8.0,3.0,68.0
4.0,52.0,No,9.0,5.0,38.0
,69.0,,4.0,,67.0
6.0,64.0,No,7.0,9.0,54.0
2.0,60.0,Yes,4.0,7.0,39.0
7.0,99.0,Nn,7.0,invalid,93.0
2.0,98.0,No,8.0,invalid,76.0
2.0,,Yes,9.0,4.0,39.0
1.0,67.0,Yes,8.0,0.0,38.0
3.0,87.0,Yes,8.0,3.0,69.0
6.0,97.0,Yes,7.0,6.0,
8.0,59.0,No,,invalid,54.0
9.0,73.0,No,9.0,invalid,68.0
30.91532574884556,44.0,No,4.0,invalid,33.0
4.0,57.0,No,6.0,1.0,40.0
6.0,99.0,No,6.0,4.0,87.0
5.0,,Yes,,invalid,64.0
8.0,82.0,Yes,4.0,0.0,
1.0,96.0,No,7.0,1.0,70.0
1.0,96.0,Yes,5.0,6.0,247.73254528643105
6.0,50.0,No,5.0,invalid,38.0
2.0,93.0,No,8.0,5.0,71.0
5.0,56.0,,7.0,5.0,40.0
1.0,87.0,No,6.0, invalid ,58.0
7.0,84.0,,9.0,9.0,77.0
1.0,61.0,No,6.0,8.0,38.0
4.0,76.0,Yes,6.0,8.0,60.0
9.0,59.0,No,8.0,1.0,57.0
1.0,87.0,No,6.0,1.0,63.0
4.0,99.0,Yec,4.0,4.0,82.0
,93.0,,6.0,invalmd,84.0
6.0,93.0,No,6.0,6.0,84.0
8.0,87.0,Yes,4.0,2.0,77.0
1.0,87.0,Yes,8.0,2.0,61.0
7.0,85.0,Yes,5.0,3.0,73.0
1.0,45.0,No,7.0,2.0,15.0
7.0,243.12340246831906,,8.0,,64.0
3.0,53.0,Yes,6.0,7.0,33.0
,87.0,Yes,5.0,6.0,78.0
3.0,62.0,No,7.0,6.0,43.0
1.0,59.0,Yes,7.0,invalid,34.0
8.0,52.0, No ,7.0,1.0,48.0
,,NO,23.458558266338233,8.0,66.0
2.0,83.0,Yes,4.0,5.0,247.73254528643105
1.0,80.0,No,5.0,2.0,
3.0,71.0,No,6.0,8.0,51.0
2.0,65.0,No,5.0,8.0,43.0
2.0,89.0,No,6.0,5.0,68.0
6.0,92.0,No,8.0,9.0,80.0
,53.0,Yes,7.0,5.0,26.0
2.0,91.0,Yes,7.0,7.0,70.0
6.0,96.0,,4.0,7.0,
3.0,75.0, No ,8.0,5.0,57.0
4.0,47.0,,9.0,6.0,30.0
1.0,79.0,No,8.0,3.0,56.0
8.0,61.0,No,6.0,0.0,53.0
,61.0,fo,8.0,3.0,52.0
,55.0,No,4.0,7.0,47.0
30.91532574884556,66.0,Yes,6.0,7.0,48.0
3.0,95.0,No,5.0,1.0,78.0
,99.0,Yes,6.0,6.0,79.0
1.0,99.0,Yes,5.0,0.0,75.0
7.0,49.0,No,9.0,1.0,40.0
7.0,64.0,Yes,6.0,7.0,59.0
2.0,70.0,Yes,7.0,invalid,49.0
7.0,60.0,Yes,9.0,3.0,48.0
,66.0,,5.0,2.0,60.0
1.0,56.0,No,4.0,1.0,29.0
9.0,72.0,No,9.0,5.0,68.0
7.0,70.0, Yes ,9.0,3.0,63.0
3.0,89.0,Yes,9.0,2.0,71.0
8.0,81.0,No,5.0,2.0,76.0
7.0,65.0,No,5.0,9.0,57.0
8.0,60.0,Yes,23.458558266338233,,54.0
6.0,75.0,No,,7.0,61.0
9.0,,No,9.0,8.0,34.0
5.0,43.0,Yes,6.0,8.0,32.0
3.0,,Yes,6.0,4.0,23.0
3.0,243.12340246831906,No,7.0,0.0,
1.0,43.0,No,6.0,9.0,18.0
8.0,88.0,No,7.0,4.0,82.0
2.0,48.0,No,4.0,invalsd,
,69.0,Yes,7.0,invalid,52.0
,90.0,so,,,88.0
8.0,84.0,ho,7.0,7.0,78.0
4.0,43.0,Yeo,7.0,6.0,26.0
4.0,44.0,Yes,8.0,1.0,26.0
5.0,84.0,Yes,23.458558266338233,1.0,74.0
6.0,,YES,5.0,3.0,52.0
5.0,55.0,,,8.0,40.0
7.0,61.0,Yes,6.0,8.0,54.0
2.0,76.0,Yes,4.0,7.0,51.0
7.0,47.0,No,4.0,4.0,35.0
7.0,87.0, No ,8.0,6.0,79.0
1.0,72.0,,,8.0,45.0
7.0,94.0,No,,2.0,247.73254528643105
5.0,99.0,No,6.0,3.0,87.0
3.0,,,4.0,1.0,56.0
3.0,,Yes,4.0,8.0,65.0
30.91532574884556,55.0,yes,7.0,6.0,38.0
2.0,44.0,,4.0,5.0,17.0
30.91532574884556,55.0,Yes,8.0,4.0,247.73254528643105
1.0,,No,6.0,6.0,20.0
5.0,90.0,No,8.0,2.0,75.0
4.0,40.0,Yes,8.0,4.0,26.0
2.0,48.0,Yes,9.0,,23.0
3.0,57.0,No,5.0,4.0,38.0
7.0,243.12340246831906,No,9.0,6.0,
7.0,97.0,No,9.0,9.0,91.0
4.0,86.0,Yes,7.0,6.0,67.0
5.0,42.0,Yes,8.0,8.0,31.0
,63.0,No,5.0,2.0,49.0
6.0,67.0,Yes,6.0,7.0,57.0
9.0,243.12340246831906,No,6.0,4.0,45.0
2.0,48.0,Yeu,5.0,6.0,22.0
5.0,,,8.0,invalid,35.0
3.0,87.0,Nl,8.0,invalid,65.0
4.0,,No,7.0,3.0,53.0
6.0,,Yes,7.0,4.0,79.0
8.0,62.0,,9.0,9.0,57.0
1.0,86.0,Yes,6.0,2.0,58.0
8.0,56.0,No,7.0,5.0,50.0
7.0,85.0,No,,2.0,75.0
1.0,46.0,Yes,6.0,4.0,17.0
2.0,91.0,Yes,8.0,0.0,70.0
3.0,55.0,Yea,6.0,,36.0
1.0,92.0,,4.0,,61.0
9.0,79.0,No,6.0,2.0,78.0
8.0,75.0,Yes,7.0,4.0,71.0
2.0,59.0,No,,6.0,36.0
9.0,,,23.458558266338233,1.0,63.0
7.0,86.0,Yes,8.0,,
9.0,44.0,Yes,7.0,3.0,39.0
6.0,84.0,Yes,23.458558266338233,4.0,
6.0,45.0,Yes,7.0,invalid,34.0
4.0,67.0,No,4.0,8.0,49.0
30.91532574884556,98.0,,5.0,invalid,247.73254528643105
,44.0,yes,4.0,8.0,
5.0,243.12340246831906,Nn,,3.0,77.0
6.0,78.0,,5.0,1.0,67.0
2.0,77.0,No,,9.0,52.0
5.0,41.0,No,5.0,0.0,25.0
4.0,82.0,Yes,8.0,invalid,68.0
9.0,78.0,,4.0,3.0,247.73254528643105
6.0,93.0,,9.0,7.0,85.0
2.0,60.0, lo ,7.0,7.0,40.0
30.91532574884556,79.0,Yes,7.0,7.0,56.0
5.0,76.0,Yes,6.0,5.0,62.0
9.0,98.0,Yes,9.0,8.0,99.0
6.0,57.0,,8.0,3.0,46.0
7.0,93.0,Yes,7.0,,86.0
5.0,87.0,Yes,4.0,invalid,73.0
,85.0,No,8.0,4.0,74.0
5.0,51.0,Yes,,1.0,37.0
9.0,56.0,No,4.0,4.0,
6.0,76.0,Yes,6.0,9.0,65.0
8.0,85.0,No,6.0,7.0,79.0
2.0,,Yes,4.0,,53.0
9.0,54.0,,8.0,6.0,55.0
5.0,46.0,No,4.0,6.0,31.0
,53.0,Yes,,5.0,47.0
1.0,89.0,Yes,4.0,1.0,63.0
5.0,40.0,,6.0,9.0,27.0
2.0,77.0,Yes,6.0,9.0,53.0
6.0,42.0,No,6.0,8.0,33.0
,,Yes,9.0,4.0,56.0
3.0,83.0,No,7.0,invalid,65.0
5.0,70.0,Yes,9.0,0.0,55.0
4.0,82.0,Yes,7.0,4.0,67.0
3.0,52.0,Yes,,invalid,32.0
5.0,87.0,Yes,5.0,9.0,73.0
8.0,57.0,No,7.0,1.0,45.0
4.0,56.0,Yes,8.0,6.0,43.0
1.0,243.12340246831906,Yes,8.0,3.0,32.0
7.0,50.0,wes,6.0,4.0,42.0
8.0,,No,9.0,2.0,55.0
3.0,49.0,No,4.0,4.0,28.0
6.0,243.12340246831906,,6.0,invalid,58.0
2.0,87.0,No,4.0,9.0,67.0
7.0,73.0,Yes,9.0,5.0,66.0
8.0,56.0,Yes,6.0,1.0,
6.0,93.0,No,6.0,,79.0
6.0,91.0,Yes,8.0,9.0,83.0
5.0,81.0,Yes,4.0,0.0,247.73254528643105
8.0,52.0,No,5.0,6.0,
1.0,,Yes,5.0,8.0,63.0
4.0,86.0,No,6.0,1.0,
4.0,78.0,No,9.0,invalid,58.0
3.0,66.0,No,,invalid,
,93.0,,8.0,,77.0
4.0,,No,4.0,5.0,75.0
1.0,65.0,,6.0,7.0,40.0
2.0,67.0,Yas,9.0,3.0,43.0
9.0,52.0,Yws,5.0,,47.0
2.0,51.0,yes,4.0,2.0,22.0
5.0,,No,6.0,7.0,71.0
9.0,67.0,No,4.0,invalid,63.0
9.0,41.0,No,8.0,5.0,37.0
8.0,76.0,Yes,5.0,4.0,
1.0,,Yes,9.0,4.0,
1.0,96.0,No,4.0,0.0,72.0
9.0,73.0,No,5.0,5.0,68.0
8.0,243.12340246831906,No,6.0,8.0,
9.0,243.12340246831906,No,9.0,7.0,97.0
7.0,91.0,No,9.0,,83.0
3.0,84.0,Yes,7.0,0.0,65.0
3.0,68.0,No,4.0,5.0,47.0
2.0,74.0,Nx,5.0,2.0,51.0
5.0,50.0,No,23.458558266338233,5.0,32.0
3.0,87.0,No,6.0,8.0,63.0
6.0,72.0,Yes,6.0,5.0,60.0
2.0,90.0,No,,7.0,
3.0,50.0,No,9.0,5.0,32.0
5.0,48.0,,5.0,5.0,32.0
1.0,53.0,Yes,8.0,6.0,29.0
1.0,48.0,No,4.0,9.0,21.0
9.0,78.0,Yes,4.0,3.0,74.0
7.0,87.0,No,,7.0,
1.0,42.0,No,4.0,3.0,11.0
30.91532574884556,,No,5.0,6.0,65.0
3.0,58.0,NS,7.0,0.0,37.0
8.0,75.0,No,9.0,8.0,75.0
5.0,71.0,No,6.0,9.0,61.0
1.0,46.0,No,9.0,8.0,17.0
7.0,94.0,No,9.0,6.0,87.0
5.0,67.0,No,9.0,INVALID,52.0
30.91532574884556,83.0,Yes,7.0,,71.0
6.0,57.0,Yes,4.0,9.0,46.0
8.0,99.0,Yes,8.0,9.0,247.73254528643105
9.0,44.0,YES,9.0,invalid,40.0
2.0,,No,5.0,0.0,42.0
9.0,94.0,No,9.0,2.0,91.0
30.91532574884556,,Yes,9.0,invalid,57.0
7.0,65.0,,4.0,4.0,58.0
1.0,81.0,Yes,5.0,invalid,55.0
7.0,51.0,Yws,4.0,,46.0
,79.0,NO,9.0,5.0,64.0
6.0,58.0,,4.0,2.0,247.73254528643105
7.0,86.0,No,4.0,1.0,247.73254528643105
5.0,40.0,No,6.0,8.0,24.0
7.0,42.0,No,7.0,invalid,36.0
9.0,66.0,Yes,8.0,3.0,
3.0,57.0,Yes,7.0,invalid,35.0
8.0,89.0,,23.458558266338233,8.0,87.0
2.0,69.0,yes,5.0,4.0,45.0
7.0,41.0,Yes,6.0,6.0,35.0
2.0,44.0,,6.0,1.0,18.0
4.0,68.0,No,4.0,1.0,46.0
30.91532574884556,243.12340246831906,Yeb,7.0,3.0,63.0
3.0,81.0,No,8.0,7.0,62.0
2.0,59.0,Yes,5.0,1.0,35.0
7.0,69.0,,6.0,invalid,63.0
1.0,81.0,,4.0,6.0,58.0
8.0,44.0, No ,8.0,0.0,37.0
3.0,89.0,ves,23.458558266338233,invalid,74.0
2.0,60.0,No,8.0,9.0,40.0
3.0,97.0,Yes,6.0,5.0,78.0
,54.0,No,5.0,0.0,38.0
8.0,59.0,Yes,7.0,,55.0
7.0,47.0,No,5.0,5.0,39.0
7.0,88.0,Yes,9.0,4.0,
7.0,70.0,Yes,8.0,4.0,60.0
8.0,51.0,No,,,47.0
1.0,60.0,Yes,,3.0,34.0
,69.0,Yes,23.458558266338233,6.0,54.0
6.0,,Yeh,8.0,8.0,56.0
9.0,83.0,Yes,6.0,3.0,
2.0,65.0,Yes,9.0,1.0,45.0
,72.0,NO,6.0,1.0,45.0
2.0,243.12340246831906,Yes,5.0, invalid ,43.0
7.0,65.0,Yes,,6.0,57.0
3.0,75.0,Yes,9.0,3.0,
2.0,79.0,No,,invalid,56.0
,40.0,Nt,8.0,,30.0
2.0,98.0,Ygs,23.458558266338233,3.0,75.0
3.0,54.0,Yes,7.0,5.0,33.0
7.0,89.0,No,,1.0,80.0
4.0,40.0,jo,9.0,3.0,27.0
1.0,50.0,Yes,,6.0,26.0
5.0,94.0,No,8.0,8.0,81.0
,41.0,yes,8.0,1.0,41.0
8.0,40.0,Yes,6.0,invalid,34.0
9.0,243.12340246831906,Yes,4.0,5.0,68.0
,83.0,No,9.0,7.0,83.0
7.0,,Yes,9.0,1.0,44.0
4.0,93.0,Yes,4.0,0.0,75.0
5.0,61.0,,8.0,6.0,247.73254528643105
1.0,81.0,Yes,8.0,8.0,56.0
1.0,57.0,Yes,9.0,8.0,37.0
3.0,86.0,Yjs,5.0,1.0,67.0
8.0,56.0, No ,23.458558266338233,3.0,50.0
2.0,69.0,,8.0,0.0,46.0
4.0,49.0,Yes,23.458558266338233,6.0,31.0
2.0,74.0,No,5.0,1.0,51.0
5.0,97.0,Yes,23.458558266338233,3.0,82.0
9.0,60.0,Yes,7.0,1.0,58.0
,55.0,No,5.0,0.0,31.0
5.0,45.0,NO,5.0,6.0,29.0
9.0,42.0,Yes,,5.0,40.0
1.0,80.0,No,7.0,1.0,51.0
,82.0,No,7.0,3.0,79.0
8.0,60.0,No,7.0,2.0,52.0
4.0,243.12340246831906,Yes,9.0,2.0,36.0
5.0,57.0,YES,9.0,,43.0
5.0,97.0,No,6.0,3.0,81.0
6.0,93.0, Yes ,5.0,,247.73254528643105
7.0,99.0,Yes,4.0,0.0,84.0
8.0,63.0,No,6.0,6.0,55.0
,66.0,Yes,4.0,4.0,64.0
2.0,,No,4.0,2.0,68.0
9.0,43.0,Yes,8.0,8.0,41.0
7.0,61.0,Yes,5.0,4.0,53.0
4.0,243.12340246831906,no,9.0,9.0,50.0
4.0,79.0,Yes,6.0,2.0,65.0
8.0,84.0,,5.0,,78.0
4.0,49.0,Yes,7.0,0.0,31.0
6.0,41.0,Yes,5.0,invalid,30.0
5.0,79.0,,4.0,4.0,64.0
3.0,45.0,No,9.0,5.0,26.0
2.0,87.0,Yes,7.0,1.0,66.0
